name	ensg	label	id	combined_family	class_id	family_id
DBX2	ENSMUSG00000045608	DBX-2	3.1.2.4.2	Homeo domain factors>NK-related factors	3.1	3.1.2
HOXA11	ENSMUSG00000038210	Hox-A11 (HOX1I)	3.1.1.8.8	Homeo domain factors>HOX-related factors	3.1	3.1.1
HOXC13	ENSMUSG00000001655	Hox-C13 (HOX3G)	3.1.1.8.15	Homeo domain factors>HOX-related factors	3.1	3.1.1
TFE3	ENSMUSG00000000134	TFE3	1.2.6.1.1	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
TCF23	ENSMUSG00000006642	TCF-23	1.2.3.3.3	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZNF788	ENSMUSG00000096696	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF235	ENSMUSG00000030486	ZNF235 (ZFP93, ZNF270) [16]	2.3.3.47.9	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
GATA3	ENSMUSG00000015619	GATA-3	2.2.1.1.3	Other C4 zinc finger-type factors	2.2	2.2.1
HES6	ENSMUSG00000067071	HES-6	1.2.4.1.6	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
NR0B2	ENSMUSG00000037583	SHP (NR0B2)	2.1.7.0.2	Nuclear receptors with C4 zinc fingers>DAX-related receptors (NR0)	2.1	2.1.7
STAT5A	ENSMUSG00000004043	STAT5A	6.2.1.0.5	STAT domain factors	6.2	6.2.1
POU4F1	ENSMUSG00000048349	POU4F1 (Brn-3A, Oct-T1)	3.1.10.4.1	Homeo domain factors>POU domain factors	3.1	3.1.10
DNAJC1	ENSMUSG00000026740	DNAJC1	3.5.1.4.1	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
ZNF781	ENSMUSG00000079038	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
GCM1	ENSMUSG00000023333	GCMa (GCM1)	7.2.1.0.1	GCM domain factors	7.2	7.2.1
STAT3	ENSMUSG00000004040	STAT3	6.2.1.0.3	STAT domain factors	6.2	6.2.1
SOX18	ENSMUSG00000046470	SOX-18	4.1.1.6.3	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
ZNF174	ENSMUSG00000054939	ZNF174 (AW-1, ZSCAN8) [3]	2.3.2.3.2	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
KLF3	ENSMUSG00000029178	KLF3 (BKLF)	2.3.1.2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZBTB7B	ENSMUSG00000028042	ZBTB7B [4]	2.3.3.8.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
RORA	ENSMUSG00000032238	RORalpha (NR1F1)	2.1.2.6.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
ZKSCAN4	ENSMUSG00000054931	ZKSCAN4 (ZNF307, ZNF427) [7]	2.3.3.26.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000063364	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
RFX4	ENSMUSG00000020037	RFX4	3.3.3.0.4	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
ZNF788	ENSMUSG00000092260	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HMGA2	ENSMUSG00000056758	HMGA2 (HMGI-C)	8.2.1.0.2	A.T hook factors	8.2	8.2.1
SP7	ENSMUSG00000060284	Sp7	2.3.1.1.7	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
DBX1	ENSMUSG00000030507	DBX-1	3.1.2.4.1	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF788	ENSMUSG00000074832	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NR1I3	ENSMUSG00000005677	CAR (NR1I3)	2.1.2.4.3	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
DLX1	ENSMUSG00000041911	DLX-1	3.1.2.5.1	Homeo domain factors>NK-related factors	3.1	3.1.2
DMRT3	ENSMUSG00000042372	DMRT3	2.5.1.0.3	DM-type intertwined zinc finger factors	2.5	2.5.1
ERF	ENSMUSG00000040857	ERF	3.5.2.1.10	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZFP28	ENSMUSG00000062861	ZFP28 [15]	2.3.3.0.192	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MIER2	ENSMUSG00000042570	MIER2	3.5.1.3.2	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
TFDP1	ENSMUSG00000038482	Dp-1 (DRTF-1)	3.3.2.2.1	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
TAL2	ENSMUSG00000028417	Tal-2	1.2.3.1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
TFAP2E	ENSMUSG00000042477	AP-2epsilon	1.3.1.0.5	Basic helix-span-helix factors (bHSH)	1.3	1.3.1
OVOL2	ENSMUSG00000037279	OVOL2 (ZNF339) [4]	2.3.3.17.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000090744	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
LEF1	ENSMUSG00000027985	LEF-1 (TCF-1alpha) [1]	4.1.3.0.4	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1	4.1.3
IKZF1	ENSMUSG00000018654	IKZF1 (IK1, IKAROS, Lyf-1, ZNFN1A1) [4+2]	2.3.4.4.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF788	ENSMUSG00000078866	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
RBPJL	ENSMUSG00000017007	RBP-JL	6.1.4.1.2	Rel homology region (RHR) factors	6.1	6.1.4
ZNF358	ENSMUSG00000047264	ZNF358 [9]	2.3.3.0.77	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TBX1	ENSMUSG00000009097	TBX1	6.5.3.0.1	T-Box factors	6.5	6.5.3
STAT1	ENSMUSG00000026104	STAT1	6.2.1.0.1	STAT domain factors	6.2	6.2.1
ZNF800	ENSMUSG00000039841	ZNF800 [1+3+2+1]	2.3.4.0.17	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TBP	ENSMUSG00000014767	TBP	8.1.1.0.1	TATA-binding proteins	8.1	8.1.1
PHTF1	ENSMUSG00000058388	PHTF1	3.1.11.0.1	Homeo domain factors>PHTF factors	3.1	3.1.11
HIF3A	ENSMUSG00000004328	HIF-3alpha	1.2.5.1.6	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
FOXO3	ENSMUSG00000048756	FOXO3 (FKHR-L1)	3.3.1.15.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
GLI2	ENSMUSG00000048402	GLI2 [5]	2.3.3.1.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
DLX3	ENSMUSG00000001510	DLX-3	3.1.2.5.3	Homeo domain factors>NK-related factors	3.1	3.1.2
FOXM1	ENSMUSG00000001517	FOXM1 (Fkh-L11, FREAC7)	3.3.1.13.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
NEUROG2	ENSMUSG00000027967	NGN-2 (Atoh4, NeuroG2)	1.2.3.4.6	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZSCAN22	ENSMUSG00000054715	ZSCAN22 (HKR2, ZNF50) [8]	2.3.3.0.70	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB44	ENSMUSG00000047412	ZBTB44 (BTBD15, ZNF851)	2.3.3.0.28	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF707	ENSMUSG00000034429	ZNF707 [7]	2.3.3.0.51	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF14	ENSMUSG00000074472	ZNF14 (GIOT4, KOX6) [19]	2.3.3.78.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TCF7	ENSMUSG00000000782	TCF-7 (TCF-1) [1]	4.1.3.0.1	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1	4.1.3
NPAS2	ENSMUSG00000026077	NPAS-2	1.2.5.2.6	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
ZNF574	ENSMUSG00000045252	ZNF574 [3+1+4+8+4]	2.3.4.22.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
KDM5B	ENSMUSG00000042207	JARID1B (KDM5B, PLU1, RBBP2H1)	3.7.1.6.2	ARID domain factors	3.7	3.7.1
INSM1	ENSMUSG00000068154	INSM1 (IA-1) [2+1+2]	2.3.4.16.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SALL1	ENSMUSG00000031665	SALL1 (Spalt-1, Sal-1, ZNF794) [2+3+2+2]	2.3.4.3.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NHLH1	ENSMUSG00000051251	HEN1 (NSCL-1, NHLH1)	1.2.3.1.4	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
PHOX2B	ENSMUSG00000012520	PHOX-2B (PMX2B)	3.1.3.18.2	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZNF788	ENSMUSG00000064194	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
DMRTC1B	ENSMUSG00000031323	DMRTC1 (no DM domain	2.5.1.0.8	DM-type intertwined zinc finger factors	2.5	2.5.1
CEBPE	ENSMUSG00000052435	C/EBPepsilon	1.1.8.1.5	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1	1.1.8
ZNF579	ENSMUSG00000051550	ZNF579 [3+2+3]	2.3.4.0.14	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF788	ENSMUSG00000095199	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
GSX1	ENSMUSG00000053129	GSX-1 (GSH-1)	3.1.1.12.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
CDX4	ENSMUSG00000031326	CDX-4	3.1.1.9.3	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF341	ENSMUSG00000059842	ZNF341 [1+2+9]	2.3.4.0.35	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SIX6	ENSMUSG00000021099	SIX6	3.1.6.2.2	Homeo domain factors>HD-SINE factors	3.1	3.1.6
ZNF768	ENSMUSG00000047371	ZNF768 [10]	2.3.3.0.95	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SPIC	ENSMUSG00000004359	Spi-C	3.5.2.5.3	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZBTB40	ENSMUSG00000060862	ZBTB40 [12]	2.3.3.0.123	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NKX3-1	ENSMUSG00000022061	NKX-3.1 (NKX3-1, NKX3A)	3.1.2.16.1	Homeo domain factors>NK-related factors	3.1	3.1.2
DNMT3A	ENSMUSG00000020661	DNMT3A	2.2.1.2.9	Other C4 zinc finger-type factors	2.2	2.2.1
ZNF788	ENSMUSG00000069727	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF781	ENSMUSG00000074527	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HOXA4	ENSMUSG00000000942	Hox-A4 (HOX1D)	3.1.1.4.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZKSCAN7	ENSMUSG00000063488	ZNF167 (ZKSCAN7, ZNF448, ZNF64) [13]	2.3.3.0.159	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ARID3C	ENSMUSG00000066224	ARID3C	3.7.1.3.3	ARID domain factors	3.7	3.7.1
PSPC1	ENSMUSG00000021938	PSPC1 (PSP1, Paraspeckle component 1)	0.2.1.0.3	NonO domain factors	0.2	0.2.1
EPAS1	ENSMUSG00000024140	EPAS-1	1.2.5.1.7	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
LYAR	ENSMUSG00000067367	LYAR (PNAS-5) [2]	2.7.5.0.1	C2HC zinc finger factors	2.7	2.7.5
FOXP3	ENSMUSG00000039521	FOXP3	3.3.1.16.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
HSF2	ENSMUSG00000019878	HSF2 (HSTF2)	3.4.1.0.2	Heat shock factors	3.4	3.4.1
ZBTB41	ENSMUSG00000033964	ZBTB41 (FRBZ1) [1+13]	2.3.4.0.33	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MNX1	ENSMUSG00000001566	MNX1 (HB9, HLXB9)	3.1.1.13.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
SP110	ENSMUSG00000094799	Sp110	5.3.4.0.1	SAND domain factors	5.3	5.3.4
ZSCAN25	ENSMUSG00000070420	ZNF498 (ZSCAN25) [7]	2.3.3.0.42	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ETV2	ENSMUSG00000006311	ETV2	3.5.2.1.3	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ELF4	ENSMUSG00000031103	Elf-4 (ELFR, MEF)	3.5.2.3.3	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
SIX3	ENSMUSG00000038805	SIX3	3.1.6.2.1	Homeo domain factors>HD-SINE factors	3.1	3.1.6
RFX8	ENSMUSG00000057173	RFX8	3.3.3.0.8	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
HOXA5	ENSMUSG00000038253	Hox-A5 (HOX1C)	3.1.1.5.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
NFATC2	ENSMUSG00000027544	NFATc2 (NFATp, NFAT1)	6.1.3.0.2	Rel homology region (RHR) factors	6.1	6.1.3
NEUROD2	ENSMUSG00000038255	NeuroD2	1.2.3.4.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZNF610	ENSMUSG00000066009	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
BARHL2	ENSMUSG00000034384	BarH-L2	3.1.2.1.2	Homeo domain factors>NK-related factors	3.1	3.1.2
RARG	ENSMUSG00000001288	RAR-gamma (NR1B3)	2.1.2.1.3	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
ZNF35	ENSMUSG00000057895	ZNF35 [11]	2.3.3.0.100	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
BBX	ENSMUSG00000022641	BBX (HBP-2) [1]	4.1.1.9.3	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
POU6F1	ENSMUSG00000009739	POU6F1 (Brn-5)	3.1.10.6.1	Homeo domain factors>POU domain factors	3.1	3.1.10
OVOL3	ENSMUSG00000100512	OVL2L (OVOL3) [4]	2.3.2.4.8	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
POU6F2	ENSMUSG00000009734	POU6F2 (Brn-5)	3.1.10.6.2	Homeo domain factors>POU domain factors	3.1	3.1.10
TFCP2	ENSMUSG00000009733	CP2 (LSF, SEF)	6.7.2.0.1	Grainyhead domain factors	6.7	6.7.2
ZNF322	ENSMUSG00000046351	ZNF322A (ZNF322, ZNF388, ZNF489) [11]	2.3.3.52.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZSCAN5B	ENSMUSG00000058028	ZSCAN5B [5]	2.3.3.5.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PPARD	ENSMUSG00000002250	PPARbeta (PPARdelta) (NR1C2)	2.1.2.5.2	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
DMRTC2	ENSMUSG00000011349	DMRTC2	2.5.1.0.7	DM-type intertwined zinc finger factors	2.5	2.5.1
GLI3	ENSMUSG00000021318	GLI3 [5]	2.3.3.1.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
IRF6	ENSMUSG00000026638	IRF-6	3.5.3.0.6	Tryptophan cluster factors>Interferon-regulatory factors	3.5	3.5.3
ARID2	ENSMUSG00000033237	ARID2 (BAF200)	3.7.1.2.1	ARID domain factors	3.7	3.7.1
ZHX1	ENSMUSG00000022361	ZHX1	3.1.8.5.1	Homeo domain factors>HD-ZF factors	3.1	3.1.8
ALX1	ENSMUSG00000036602	ALX-1 (CART-1)	3.1.3.1.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZSCAN12	ENSMUSG00000036721	ZSCAN12 (ZNF305, ZNF96) [11]	2.3.3.0.120	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
GATA4	ENSMUSG00000021944	GATA-4	2.2.1.1.4	Other C4 zinc finger-type factors	2.2	2.2.1
HOXA1	ENSMUSG00000029844	Hox-A1 (HOX1F)	3.1.1.1.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF496	ENSMUSG00000020472	ZNF496 (ZSCAN17)	2.3.3.0.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SOX6	ENSMUSG00000051910	SOX-6	4.1.1.4.2	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
MYT1	ENSMUSG00000010505	MYT1 (MyT1, MTF1, MYTI, PLPB1) [7]	2.7.1.0.1	C2HC zinc finger factors	2.7	2.7.1
ZNF781	ENSMUSG00000057924	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MYNN	ENSMUSG00000037730	MYNN (OSZF, ZBTB31) [8]	2.3.3.0.54	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB42	ENSMUSG00000037638	ZBTB42 [4]	2.3.3.16.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SP100	ENSMUSG00000026222	Sp100	5.3.5.2.1	SAND domain factors	5.3	5.3.5
ZFX	ENSMUSG00000079509	ZFX [13]	2.3.3.65.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF205	ENSMUSG00000062012	ZNF205 (ZNF210) [8]	2.3.3.0.58	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SOX11	ENSMUSG00000063632	SOX-11	4.1.1.3.2	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
PAX5	ENSMUSG00000014030	Pax-5	3.2.2.2.2	Paired box factors	3.2	3.2.2
HSF5	ENSMUSG00000070345	HSF5 (HSTF5)	3.4.1.0.4	Heat shock factors	3.4	3.4.1
ZNF781	ENSMUSG00000096718	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SP140	ENSMUSG00000079190	Sp140	5.3.5.1.1	SAND domain factors	5.3	5.3.5
SMAD9	ENSMUSG00000027796	SMAD9 (SMAD8)	7.1.1.1.5	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.1
HOXB1	ENSMUSG00000018973	Hox-B1 (HOX2I)	3.1.1.1.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
POU3F2	ENSMUSG00000095139	POU3F2 (Oct-7, OTF-7, Brn-2)	3.1.10.3.2	Homeo domain factors>POU domain factors	3.1	3.1.10
ALX4	ENSMUSG00000040310	ALX-4	3.1.3.1.3	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZKSCAN1	ENSMUSG00000029729	ZKSCAN1 (KOX18, ZNF139, ZNF36) [6]	2.3.3.10.6	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF610	ENSMUSG00000062518	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF398	ENSMUSG00000062519	ZNF398 (ZER6) [9]	2.3.3.38.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF607	ENSMUSG00000020420	ZNF607 [20]	2.3.3.67.9	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
UBP1	ENSMUSG00000009741	UBP-1 (LBP-1, SEF)	6.7.2.0.3	Grainyhead domain factors	6.7	6.7.2
CUX2	ENSMUSG00000042589	Cux-2 (Cut-L2)	3.1.9.2.2	Homeo domain factors>HD-CUT factors	3.1	3.1.9
GLIS3	ENSMUSG00000052942	GLIS3 (ZNF515) [5]	2.3.3.1.6	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
EBF1	ENSMUSG00000057098	EBF1 (COE1)	6.1.5.0.1	Rel homology region (RHR) factors	6.1	6.1.5
RCOR2	ENSMUSG00000024968	RCoR2	3.5.1.2.4	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
HOMEZ	ENSMUSG00000057156	HOMEZ	3.1.8.5.4	Homeo domain factors>HD-ZF factors	3.1	3.1.8
GATAD1	ENSMUSG00000007415	GATAD1 (ODAG)	2.2.1.2.1	Other C4 zinc finger-type factors	2.2	2.2.1
DMRTA1	ENSMUSG00000043753	DMRTA1 (DMRT4)	2.5.1.0.4	DM-type intertwined zinc finger factors	2.5	2.5.1
ZNF780A	ENSMUSG00000057093	ZNF780A [17]	2.3.3.67.11	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
JARID2	ENSMUSG00000038518	JARID2 (Jumonji, JMJ)	3.7.1.7.1	ARID domain factors	3.7	3.7.1
SP4	ENSMUSG00000025323	Sp4	2.3.1.1.4	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
CRX	ENSMUSG00000041578	CRX (CORD-2)	3.1.3.17.3	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZNF709	ENSMUSG00000079008	ZNF709 [19]	2.3.3.78.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000079009	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
RFX2	ENSMUSG00000024206	RFX2	3.3.3.0.2	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
ZNF607	ENSMUSG00000037640	ZNF607 [20]	2.3.3.67.9	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
IRX5	ENSMUSG00000031737	IRX-5	3.1.4.1.5	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
SRY	ENSMUSG00000069036	SRY (TDF)	4.1.1.1.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
E2F1	ENSMUSG00000027490	E2F-1	3.3.2.1.1	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
ZNF202	ENSMUSG00000025602	ZNF202 (ZKSCAN10) [8]	2.3.3.0.60	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF461	ENSMUSG00000046185	ZNF461 (GIOT1) [12]	2.3.3.0.143	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ESR2	ENSMUSG00000021055	Estrogen receptor beta (ERbeta) (NR3A2)	2.1.1.2.2	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1	2.1.1
SALL3	ENSMUSG00000024565	SALL3 (Sal-3, ZNF796) [2+3+2+2]	2.3.4.3.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
KLF8	ENSMUSG00000041649	KLF8 (BKLF)	2.3.1.2.8	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
SMAD2	ENSMUSG00000024563	SMAD2	7.1.1.1.2	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.1
MBD1	ENSMUSG00000024561	MBD1 (CXXC3, PCM1)	2.6.1.0.2	CXXC zinc finger factors	2.6	2.6.1
CXXC1	ENSMUSG00000024560	CpG-binding protein (CXXC1, CFP1, CGBP, PCCX1, PHF18)	2.6.1.0.1	CXXC zinc finger factors	2.6	2.6.1
ZNF827	ENSMUSG00000071064	ZNF827 [3+4+2]	2.3.4.0.11	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NR2C1	ENSMUSG00000005897	TR2 (NR2C1)	2.1.3.4.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
MLX	ENSMUSG00000017801	Mlx	1.2.6.6.1	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
ZNF217	ENSMUSG00000052056	ZNF217 (ZABC1) [1+3+1+2]	2.3.4.2.4	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NR2C2	ENSMUSG00000005893	TR4 (NR2C2)	2.1.3.4.2	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
NR1H4	ENSMUSG00000047638	FXR (NR1H4)	2.1.2.7.3	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
ZNF467	ENSMUSG00000068551	ZNF467 [7+5]	2.3.4.0.45	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SMARCA5	ENSMUSG00000031715	SMARCA5 (SNF2H)	3.5.1.5.2	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
ZNF610	ENSMUSG00000096433	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
RARA	ENSMUSG00000037992	RAR-alpha (NR1B1)	2.1.2.1.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
DNAJC2	ENSMUSG00000029014	DNAJC2	3.5.1.4.2	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
HOXD4	ENSMUSG00000101174	Hox-D4 (HOX4B)	3.1.1.4.4	Homeo domain factors>HOX-related factors	3.1	3.1.1
NOTO	ENSMUSG00000068302	NOTO	3.1.2.20.1	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF788	ENSMUSG00000072774	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZSCAN10	ENSMUSG00000023902	ZSCAN10 (ZNF206) [14]	2.3.3.0.169	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
