name	ensg	label	id	class_id	combined_family	family_id	loc	tss_loc	strand
ZNF256	ENSG00000152454	ZNF256 (BMZF3) [1+14]	2.3.4.1.7	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:58452201-58459043	chr19:58459043-58459043	-1
ZNF467	ENSG00000181444	ZNF467 [7+5]	2.3.4.0.45	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr7:149461271-149470568	chr7:149470568-149470568	-1
TCF23	ENSG00000163792	TCF-23	1.2.3.3.3	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr2:27371872-27376378	chr2:27371872-27371872	1
ZNF513	ENSG00000163795	ZNF513 [3+5]	2.3.4.0.36	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr2:27600098-27603657	chr2:27603657-27603657	-1
TEAD2	ENSG00000074219	TEF-4 (TEAD-2)	3.6.1.0.3	3.6	TEA domain factors	3.6.1	chr19:49843852-49865714	chr19:49865714-49865714	-1
CEBPD	ENSG00000221869	C/EBPdelta	1.1.8.1.4	1.1	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1.8	chr8:48649471-48651648	chr8:48651648-48651648	-1
ZNF710	ENSG00000140548	ZNF710 [11]	2.3.3.51.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr15:90544624-90625438	chr15:90544624-90544624	1
ALX1	ENSG00000180318	ALX-1 (CART-1)	3.1.3.1.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr12:85673885-85695562	chr12:85673885-85673885	1
KLF14	ENSG00000174595	KLF14 (BTEB5)	2.3.1.2.14	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr7:130417401-130418888	chr7:130418888-130418888	-1
ZNF565	ENSG00000196357	ZNF565 [12]	2.3.3.0.146	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:36673188-36737159	chr19:36737159-36737159	-1
SIX4	ENSG00000100625	SIX4	3.1.6.3.1	3.1	Homeo domain factors>HD-SINE factors	3.1.6	chr14:61176246-61191066	chr14:61191066-61191066	-1
NR1H3	ENSG00000025434	LXRalpha (NR1H3)	2.1.2.7.1	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr11:47269851-47290396	chr11:47269851-47269851	1
CREB3L1	ENSG00000157613	CREB-3L1 (OASIS)	1.1.7.2.2	1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1.7	chr11:46299212-46342972	chr11:46299212-46299212	1
THAP8	ENSG00000161277	THAP8	2.9.1.0.8	2.9	C2CH THAP-type zinc finger factors	2.9.1	chr19:36525887-36545664	chr19:36545664-36545664	-1
ZFPM2	ENSG00000169946	FOG2 (ZFPM2, ZFN89B) [5]	2.3.2.4.6	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr8:106330920-106816760	chr8:106330920-106330920	1
ZFPM2	ENSG00000169946	ZFPM2 (ZNF89B, FOG2)	2.7.2.0.2	2.7	C2HC zinc finger factors	2.7.2	chr8:106330920-106816760	chr8:106330920-106330920	1
NKX6-2	ENSG00000148826	NKX-6.2 (NKX6-2, NKX6B)	3.1.2.19.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr10:134598297-134599556	chr10:134599556-134599556	-1
ZNF676	ENSG00000196109	ZNF676 [15]	2.3.3.0.183	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:22361893-22379753	chr19:22379753-22379753	-1
BCL11A	ENSG00000119866	BCL11A (CTIP1, EVI9, ZNF856) [1+2+3]	2.3.4.15.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr2:60678302-60780702	chr2:60780702-60780702	-1
ZNF746	ENSG00000181220	ZNF746 (PARIS)	2.3.3.0.26	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:149169885-149194908	chr7:149194908-149194908	-1
CREB3L4	ENSG00000143578	CREB-3L4	1.1.7.2.5	1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1.7	chr1:153940010-153946839	chr1:153940010-153940010	1
IKZF4	ENSG00000123411	IKZF4 (EOS, ZNFN1A4) [4+2]	2.3.4.4.4	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr12:56401443-56432219	chr12:56401443-56401443	1
RFX5	ENSG00000143390	RFX5	3.3.3.0.5	3.3	Fork head / winged helix factors>RFX-related factors	3.3.3	chr1:151313116-151319833	chr1:151319833-151319833	-1
NR2E1	ENSG00000112333	Tlx (NR2E1)	2.1.3.3.1	2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1.3	chr6:108487262-108510013	chr6:108487262-108487262	1
ZFHX4	ENSG00000091656	ZFHX4 (ZFH-4)	3.1.8.4.3	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr8:77593454-77779521	chr8:77593454-77593454	1
ZHX1	ENSG00000165156	ZHX1	3.1.8.5.1	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr8:124260696-124287781	chr8:124287781-124287781	-1
E2F2	ENSG00000007968	E2F-2	3.3.2.1.2	3.3	Fork head / winged helix factors>E2F-related factors	3.3.2	chr1:23832922-23857712	chr1:23857712-23857712	-1
NANOGP1	ENSG00000176654	NANOG2 (NANOGP1)	3.1.2.12.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr12:8045172-8052736	chr12:8045172-8045172	1
ZNF273	ENSG00000198039	ZNF273 [13]	2.3.3.0.155	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:64330550-64391344	chr7:64330550-64330550	1
NCOA2	ENSG00000140396	NCoA-2	1.2.5.3.2	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr8:71021997-71316040	chr8:71316040-71316040	-1
RCOR3	ENSG00000117625	RCoR3	3.5.1.2.5	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr1:211431719-211489727	chr1:211431719-211431719	1
SMAD1	ENSG00000170365	SMAD1	7.1.1.1.1	7.1	SMAD/NF-1 DNA-binding domain factors	7.1.1	chr4:146402346-146479231	chr4:146402346-146402346	1
NR1I2	ENSG00000144852	PXR (NR1I2)	2.1.2.4.2	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr3:119499331-119537332	chr3:119499331-119499331	1
TFE3	ENSG00000068323	TFE3	1.2.6.1.1	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chrX:48886242-48901012	chrX:48901012-48901012	-1
HHEX	ENSG00000152804	HHEX (PRH)	3.1.2.8.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr10:94447945-94455403	chr10:94447945-94447945	1
TRPS1	ENSG00000104447	TRPS1 (GC79)	2.2.1.2.13	2.2	Other C4 zinc finger-type factors	2.2.1	chr8:116420724-116821899	chr8:116821899-116821899	-1
TRPS1	ENSG00000104447	TRPS1 (GC79)	2.3.4.0.20	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr8:116420724-116821899	chr8:116821899-116821899	-1
ADNP2	ENSG00000101544	ADNP2 (ZNF508)	2.3.4.0.78	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr18:77866915-77905406	chr18:77866915-77866915	1
ADNP2	ENSG00000101544	ADNP2 (ZNF508)	3.1.8.1.2	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr18:77866915-77905406	chr18:77866915-77866915	1
FOXC1	ENSG00000054598	FOXC1 (Fkh-L7, FREAC3)	3.3.1.3.1	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr6:1610681-1614127	chr6:1610681-1610681	1
ZNF580	ENSG00000213015	ZNF580 [3]	2.3.2.4.3	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr19:56146382-56154835	chr19:56146382-56146382	1
ZNF420	ENSG00000197050	ZNF420 [19]	2.3.3.67.7	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37498759-37621216	chr19:37498759-37498759	1
ZNF280C	ENSG00000056277	ZNF280C (SUHW3, ZNF633) [5]	2.3.3.4.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chrX:129336685-129402873	chrX:129402873-129402873	-1
ZNF597	ENSG00000167981	ZNF597 [4+3]	2.3.4.0.30	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr16:3486104-3493542	chr16:3493542-3493542	-1
ZNF552	ENSG00000178935	ZNF552 [2+7]	2.3.4.1.3	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:58315209-58326281	chr19:58326281-58326281	-1
HOXD4	ENSG00000170166	Hox-D4 (HOX4B)	3.1.1.4.4	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr2:177015950-177017954	chr2:177015950-177015950	1
SREBF2	ENSG00000198911	SREBP-2	1.2.6.3.2	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr22:42229109-42303312	chr22:42229109-42229109	1
POU3F3	ENSG00000198914	POU3F3 (Oct-8, OTF-8, Brn-1)	3.1.10.3.3	3.1	Homeo domain factors>POU domain factors	3.1.10	chr2:105471969-105476929	chr2:105471969-105471969	1
ZNF181	ENSG00000197841	ZNF181 [11]	2.3.3.44.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:35225060-35233777	chr19:35225060-35225060	1
ZFP90	ENSG00000184939	ZFP90 (ZNF756) [13]	2.3.3.0.149	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr16:68563993-68609975	chr16:68563993-68563993	1
RBPJL	ENSG00000124232	RBP-JL	6.1.4.1.2	6.1	Rel homology region (RHR) factors	6.1.4	chr20:43935491-43945803	chr20:43935491-43935491	1
ZNF664	ENSG00000179195	ZNF664 (ZFOC1, ZNF196) [9]	2.3.3.0.84	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr12:124456392-124499986	chr12:124456392-124456392	1
ZSCAN2	ENSG00000176371	ZSCAN2 (ZFP29, ZNF854) [14]	2.3.3.58.6	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr15:85144217-85171027	chr15:85144217-85144217	1
BCL11B	ENSG00000127152	BCL11B (CTIP2, RIT1) [1+2+3]	2.3.4.15.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr14:99635624-99737861	chr14:99737861-99737861	-1
ZNF17	ENSG00000186272	ZNF17 (HPF3, KOX10) [17]	2.3.3.0.205	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:57922531-57933307	chr19:57922531-57922531	1
NFATC4	ENSG00000100968	NFATc4 (NFAT3)	6.1.3.0.4	6.1	Rel homology region (RHR) factors	6.1.3	chr14:24834879-24848810	chr14:24834879-24834879	1
ZIM3	ENSG00000141946	ZIM3 (ZNF657) [11]	2.3.3.0.104	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:57645464-57656570	chr19:57656570-57656570	-1
NCOA1	ENSG00000084676	NCoA-1 (SRC-1)	1.2.5.3.1	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr2:24714783-24993571	chr2:24714783-24714783	1
FOXD2	ENSG00000186564	FOXD2 (Fkh-L17, FREAC9)	3.3.1.4.2	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr1:47901689-47906363	chr1:47901689-47901689	1
TAF1	ENSG00000147133	TAF-1 (TAF-2A, TAF(II)250) [1]	4.1.3.0.5	4.1	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1.3	chrX:70586114-70752224	chrX:70586114-70586114	1
NKX1-2	ENSG00000229544	NKX-1.2 (NKX1-2, SAX-1)	3.1.2.13.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr10:126135592-126138753	chr10:126138753-126138753	-1
ZNF782	ENSG00000196597	ZNF782 [15]	2.3.3.69.5	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr9:99578754-99637905	chr9:99637905-99637905	-1
ZNF577	ENSG00000161551	ZNF577 [8]	2.3.3.30.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:52359055-52394203	chr19:52394203-52394203	-1
PHOX2A	ENSG00000165462	PHOX-2A (ARIX, PMX2A)	3.1.3.18.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr11:71950121-71956708	chr11:71956708-71956708	-1
WIZ	ENSG00000011451	WIZ (ZNF803) [4+2+1+1+1+1+1]	2.3.4.0.4	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:15530792-15560762	chr19:15560762-15560762	-1
TSHZ3	ENSG00000121297	TSHZ-3	3.1.8.2.3	3.1	Homeo domain factors>HD-ZF factors	3.1.8	chr19:31765851-31840453	chr19:31840453-31840453	-1
FOXP2	ENSG00000128573	FOXP2	3.3.1.16.2	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr7:113726382-114333827	chr7:113726382-113726382	1
THAP4	ENSG00000176946	THAP4 (CGI-36, PP238)	2.9.1.0.4	2.9	C2CH THAP-type zinc finger factors	2.9.1	chr2:242523820-242576864	chr2:242576864-242576864	-1
ZNF253	ENSG00000256771	ZNF253 (BMZF1, ZNF411) [11]	2.3.3.0.107	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:19976695-20005483	chr19:19976695-19976695	1
ZNF790	ENSG00000197863	ZNF790 [13]	2.3.3.0.158	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:37308330-37341689	chr19:37341689-37341689	-1
NR6A1	ENSG00000148200	GCNF  (NR6A1)	2.1.6.0.1	2.1	Nuclear receptors with C4 zinc fingers>GCNF-related receptors (NR6)	2.1.6	chr9:127279554-127533589	chr9:127533589-127533589	-1
TCF25	ENSG00000141002	NULP1 (TCF25)	0.0.1.0.1	0.0	Uncharacterized	0.0.1	chr16:89940000-89977792	chr16:89940000-89940000	1
ZNF665	ENSG00000197497	ZNF665 (ZFP160L) [18]	2.3.3.76.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53662466-53696639	chr19:53696639-53696639	-1
TBX21	ENSG00000073861	TBX21 (T-bet)	6.5.2.0.3	6.5	T-Box factors	6.5.2	chr17:45810610-45823485	chr17:45810610-45810610	1
FOXN4	ENSG00000139445	FOXN4	3.3.1.14.4	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr12:109715784-109747025	chr12:109747025-109747025	-1
NKX2-6	ENSG00000180053	NKX-2.6 (NKX2-6, NKX2F, NKX4-2, CSX2)	3.1.2.17.3	3.1	Homeo domain factors>NK-related factors	3.1.2	chr8:23559964-23564111	chr8:23564111-23564111	-1
SP5	ENSG00000204335	Sp5	2.3.1.1.5	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr2:171571861-171574588	chr2:171571861-171571861	1
GATA3	ENSG00000107485	GATA-3	2.2.1.1.3	2.2	Other C4 zinc finger-type factors	2.2.1	chr10:8095567-8117161	chr10:8095567-8095567	1
ZNF425	ENSG00000204947	ZNF425 [19]	2.3.3.0.218	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:148799876-148823438	chr7:148823438-148823438	-1
ZNF230	ENSG00000159882	ZNF230 (FDZF2) [10]	2.3.3.47.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44507100-44518078	chr19:44507100-44507100	1
TBPL2	ENSG00000182521	TBP-L2 (TRF3)	8.1.1.0.3	8.1	TATA-binding proteins	8.1.1	chr14:55880259-55923444	chr14:55923444-55923444	-1
ZNF222	ENSG00000159885	ZNF222 [10]	2.3.3.47.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44529494-44537265	chr19:44529494-44529494	1
NFKBIL1	ENSG00000204498	IkappaBL	6.1.2.1.7	6.1	Rel homology region (RHR) factors	6.1.2	chr6:31514647-31526606	chr6:31514647-31514647	1
NFKBIB	ENSG00000104825	IkappaBbeta	6.1.2.1.2	6.1	Rel homology region (RHR) factors	6.1.2	chr19:39390340-39399533	chr19:39390340-39390340	1
MSGN1	ENSG00000151379	Mesogenin-1 (MSGN1)	1.2.3.3.6	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr2:17997763-17998368	chr2:17997763-17997763	1
HELT	ENSG00000187821	HELT	1.2.4.1.11	1.2	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2.4	chr4:185939995-185941958	chr4:185939995-185939995	1
FOXP4	ENSG00000137166	FOXP4 (FKHLA)	3.3.1.16.4	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr6:41514164-41570122	chr6:41514164-41514164	1
ZNF3	ENSG00000166526	ZNF3 (KOX25) [8]	2.3.3.34.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:99661656-99680171	chr7:99680171-99680171	-1
SOX5	ENSG00000134532	SOX-5	4.1.1.4.1	4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1.1	chr12:23682440-24103966	chr12:24103966-24103966	-1
CRX	ENSG00000105392	CRX (CORD-2)	3.1.3.17.3	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr19:48322703-48346587	chr19:48322703-48322703	1
NFIC	ENSG00000141905	NF-1C	7.1.2.0.3	7.1	SMAD/NF-1 DNA-binding domain factors	7.1.2	chr19:3359561-3469215	chr19:3359561-3359561	1
ARNT	ENSG00000143437	Arnt (HIF-1beta)	1.2.5.2.1	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr1:150782181-150849244	chr1:150849244-150849244	-1
ZKSCAN1	ENSG00000106261	ZKSCAN1 (KOX18, ZNF139, ZNF36) [6]	2.3.3.10.6	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:99613204-99639312	chr7:99613204-99613204	1
NFX1	ENSG00000086102	NFX1 (NFX2)	0.4.1.0.1	0.4	NFX1-type putative zinc finger factors	0.4.1	chr9:33290509-33371155	chr9:33290509-33290509	1
ZNF559	ENSG00000188321	ZNF559 [13]	2.3.3.45.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:9434448-9461838	chr19:9434448-9434448	1
GBX1	ENSG00000164900	GBX-1	3.1.1.11.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:150845676-150871832	chr7:150871832-150871832	-1
SMAD7	ENSG00000101665	SMAD7	7.1.1.3.2	7.1	SMAD/NF-1 DNA-binding domain factors	7.1.1	chr18:46446223-46477081	chr18:46477081-46477081	-1
ZBTB38	ENSG00000177311	ZBTB38 [2+3+5]	2.3.4.0.8	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr3:141043055-141168634	chr3:141043055-141043055	1
ZNF317	ENSG00000130803	ZNF317 [13]	2.3.3.0.150	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:9251056-9274100	chr19:9251056-9251056	1
PROX1	ENSG00000117707	PROX-1	3.1.7.0.1	3.1	Homeo domain factors>HD-PROS factors	3.1.7	chr1:214156524-214214595	chr1:214156524-214156524	1
ZNF724P	ENSG00000196081	ZNF724P [16]	2.3.3.0.201	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:23404401-23433192	chr19:23433192-23433192	-1
SATB2	ENSG00000119042	SATB-2	3.1.9.3.2	3.1	Homeo domain factors>HD-CUT factors	3.1.9	chr2:200134223-200335989	chr2:200335989-200335989	-1
MXD3	ENSG00000213347	Mad3	1.2.6.7.2	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr5:176728462-176739758	chr5:176739758-176739758	-1
ZNF680	ENSG00000173041	ZNF680 (BMZF4) [12]	2.3.3.0.140	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:63980262-64023484	chr7:64023484-64023484	-1
ZNF322	ENSG00000181315	ZNF322A (ZNF322, ZNF388, ZNF489) [11]	2.3.3.52.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr6:26636518-26659980	chr6:26659980-26659980	-1
TBX18	ENSG00000112837	TBX18	6.5.3.0.4	6.5	T-Box factors	6.5.3	chr6:85397069-85474237	chr6:85474237-85474237	-1
SPIB	ENSG00000142539	Spi-B	3.5.2.5.2	3.5	Tryptophan cluster factors>Ets-related factors	3.5.2	chr19:50919056-50931844	chr19:50919056-50919056	1
KMT2A	ENSG00000118058	MLL (CXXC7, ALL1, HRX, HTRX, KMT2A, MLL1, TRX1)	2.6.1.0.4	2.6	CXXC zinc finger factors	2.6.1	chr11:118307205-118397539	chr11:118307205-118307205	1
SOX13	ENSG00000143842	SOX-13	4.1.1.4.3	4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1.1	chr1:204042243-204096863	chr1:204042243-204042243	1
SOX17	ENSG00000164736	SOX-17	4.1.1.6.2	4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1.1	chr8:55370495-55373448	chr8:55370495-55370495	1
UTF1	ENSG00000171794	UTF1	1.1.0.2.1	1.1	Basic leucine zipper factors (bZIP)>ZIP only	1.1.0	chr10:135043778-135045062	chr10:135043778-135043778	1
EGR4	ENSG00000135625	EGR4	2.3.1.3.4	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr2:73518058-73520833	chr2:73520833-73520833	-1
PURA	ENSG00000185129	Pur-alpha (PURA, PUR1)	0.0.5.0.1	0.0	Uncharacterized	0.0.5	chr5:139487362-139496321	chr5:139487362-139487362	1
ZFP62	ENSG00000196670	ZFP62 [23]	2.3.3.0.231	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr5:180274611-180288286	chr5:180288286-180288286	-1
ZNF248	ENSG00000198105	ZNF248 [1+7]	2.3.4.25.3	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr10:38091751-38147034	chr10:38147034-38147034	-1
TBX15	ENSG00000092607	TBX15 (TBX14)	6.5.3.0.3	6.5	T-Box factors	6.5.3	chr1:119425669-119532179	chr1:119532179-119532179	-1
ZNF805	ENSG00000204524	ZNF805 [13]	2.3.3.54.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:57751973-57766503	chr19:57751973-57751973	1
ZNF621	ENSG00000172888	ZNF621 [7]	2.3.3.35.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:40566369-40616176	chr3:40566369-40566369	1
NR2F1	ENSG00000175745	COUP-TFI  (NR2F1)	2.1.3.5.1	2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1.3	chr5:92919043-92930321	chr5:92919043-92919043	1
ZNF99	ENSG00000213973	ZNF99 [30]	2.3.3.80.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:22939007-22966909	chr19:22966909-22966909	-1
ID4	ENSG00000172201	Id4	1.2.8.0.4	1.2	Basic helix-loop-helix factors (bHLH)>HLH domain only	1.2.8	chr6:19837617-19840915	chr6:19837617-19837617	1
SCXA	ENSG00000188686	Scx	1.2.3.2.6	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr8:145490549-145492470	chr8:145490549-145490549	1
ATF6	ENSG00000118217	ATF-6alpha	1.1.7.3.1	1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1.7	chr1:161736084-161933860	chr1:161736084-161736084	1
ZIC1	ENSG00000152977	ZIC1 (ZNF201) [5]	2.3.3.1.7	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:147111209-147228080	chr3:147111209-147111209	1
EMX1	ENSG00000135638	EMX-1	3.1.2.6.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr2:73143389-73162020	chr2:73143389-73143389	1
ZFP57	ENSG00000204644	ZFP57 (ZNF698) [4+3]	2.3.4.0.28	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr6:29640169-29648887	chr6:29648887-29648887	-1
BBX	ENSG00000114439	BBX (HBP-2) [1]	4.1.1.9.3	4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1.1	chr3:107241783-107530171	chr3:107241783-107241783	1
HOXB2	ENSG00000173917	Hox-B2 (HOX2H)	3.1.1.2.2	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr17:46618256-46623441	chr17:46623441-46623441	-1
ID1	ENSG00000125968	Id1	1.2.8.0.1	1.2	Basic helix-loop-helix factors (bHLH)>HLH domain only	1.2.8	chr20:30193086-30194318	chr20:30193086-30193086	1
STAT2	ENSG00000170581	STAT2	6.2.1.0.2	6.2	STAT domain factors	6.2.1	chr12:56735381-56753939	chr12:56753939-56753939	-1
FOXN3	ENSG00000053254	FOXN3 (CHES1)	3.3.1.14.3	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr14:89591215-90085493	chr14:90085493-90085493	-1
RXRA	ENSG00000186350	RXRalpha (NR2B1)	2.1.3.1.1	2.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1.3	chr9:137208944-137332431	chr9:137208944-137208944	1
ZNF713	ENSG00000178665	ZNF713	2.3.3.0.14	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:55955169-56009918	chr7:55955169-55955169	1
ZSCAN16	ENSG00000196812	ZSCAN16 (ZNF392, ZNF435)	2.3.3.0.15	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr6:28092338-28097860	chr6:28092338-28092338	1
PAX2	ENSG00000075891	Pax-2	3.2.2.2.1	3.2	Paired box factors	3.2.2	chr10:102495360-102589698	chr10:102495360-102495360	1
TLX2	ENSG00000115297	TLX-2 (HOX11L1, NCX)	3.1.2.21.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr2:74740590-74744274	chr2:74740590-74740590	1
BCL3	ENSG00000069399	BCL-3	6.1.2.1.8	6.1	Rel homology region (RHR) factors	6.1.2	chr19:45250962-45263301	chr19:45250962-45250962	1
ZNF740	ENSG00000139651	ZNF740 (ZFP740) [3]	2.3.2.4.5	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr12:53574484-53584596	chr12:53574484-53574484	1
HNF1A	ENSG00000135100	HNF-1alpha (HNF-1A, LF-B1)	3.1.10.7.1	3.1	Homeo domain factors>POU domain factors	3.1.10	chr12:121416346-121440315	chr12:121416346-121416346	1
ZNF396	ENSG00000186496	ZNF396 (ZSCAN14) [3]	2.3.2.3.3	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr18:32946661-32957301	chr18:32957301-32957301	-1
DBX2	ENSG00000185610	DBX-2	3.1.2.4.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr12:45408455-45444882	chr12:45444882-45444882	-1
